1 1:10 2:1.44904378114715 3:-1.17633882535966 4:0.913859832832795 5:-1.37566665499943 6:-1.97138316545323 7:-0.62915213889734 8:-1.4232356010359 9:0.0484558879088564 10:-1.72040839292037 11:1.62665905834133 12:1.1996439495421 13:-0.671439778462005 14:-0.513947152539479 15:-0.0950450453999549 16:0.230930409124119 17:0.0319674667862076 18:0.253414715863197 19:0.854343814324194 20:-0.221365413645481 21:-0.387226474431156 22:-0.00930189652490052 23:0.313894410791098 24:0.0277401580170247 25:0.500512287104917 26:0.25136735874921 27:-0.129477953726618 28:0.0428498709381461 29:0.0162532619375515 30:7.8
1 1:10 2:0.38497821518095 3:0.616109459176472 4:-0.874299702595052 5:-0.0940186259679115 6:2.92458437838817 7:3.31702716826156 8:0.470454671805879 9:0.53824722837695 10:-0.558894612428441 11:0.30975539423728 12:-0.259115563735702 13:-0.326143233995877 14:-0.0900467227020648 15:0.362832368569793 16:0.928903660629178 17:-0.129486811402759 18:-0.809978925963589 19:0.359985390219981 20:0.70766382644648 21:0.12599157561542 22:0.049923685888971 23:0.238421512225103 24:0.00912986861262866 25:0.996710209581086 26:-0.767314827174801 27:-0.492208295340017 28:0.042472441919027 29:-0.0543373883732122 30:9.99
1 1:10 2:1.249998742053 3:-1.22163680921816 4:0.383930151282291 5:-1.23489868766892 6:-1.48541947377961 7:-0.753230164566149 8:-0.689404975426345 9:-0.227487227519552 10:-2.09401057344842 11:1.32372927445937 12:0.227666231237246 13:-0.242681998944186 14:1.20541680770748 15:-0.317630527025074 16:0.725674990179153 17:-0.815612186027305 18:0.873936447614439 19:-0.847788598847099 20:-0.683192626267037 21:-0.102755941505071 22:-0.231809239223849 23:-0.483285330117712 24:0.0846676908596583 25:0.392830885335013 26:0.161134553588505 27:-0.354990039673962 28:0.0264155490776107 29:0.0424220887282304 30:121.5
1 1:11 2:1.0693735878819 3:0.287722129331455 4:0.828612726634281 5:2.71252042961718 6:-0.178398016248009 7:0.337543730282968 8:-0.0967168617395962 9:0.115981735546597 10:-0.221082566236194 11:0.460230444301678 12:-0.773656930526689 13:0.32338724546722 14:-0.0110758870883779 15:-0.178485175177916 16:-0.65556427824926 17:-0.19992517131173 18:0.1240054151819 19:-0.980496201537345 20:-0.982916082135047 21:-0.153197231044512 22:-0.0368755317335273 23:0.0744124028162195 24:-0.0714074332998586 25:0.104743752596029 26:0.548264725394119 27:0.104094153162781 28:0.0214910583643189 29:0.021293311477486 30:27.5
1 1:12 2:-2.7918547659339 3:-0.327770756658658 4:1.64175016056605 5:1.76747274389883 6:-0.136588446465306 7:0.80759646826532 8:-0.422911389711497 9:-1.90710747624096 10:0.755712908314791 11:1.1510869876677 12:0.844555470974377 13:0.7929439518176 14:0.370448092803246 15:-0.734975105820311 16:0.406795710431001 17:-0.303057623825763 18:-0.155868714793874 19:0.778265457041536 20:2.22186801373788 21:-1.58212204356551 22:1.15166304848789 23:0.222181966098225 24:1.02058620426601 25:0.0283166513238872 26:-0.232746324289105 27:-0.23555721754117 28:-0.16477751177654 29:-0.0301536365592253 30:58.8
1 1:12 2:-0.752417042956605 3:0.345485415344747 4:2.05732291276727 5:-1.46864329840046 6:-1.1583936804082 7:-0.0778498291166733 8:-0.608581418236123 9:0.00360348436201849 10:-0.436166983515744 11:0.747730827192802 12:-0.793980602837221 13:-0.770406728847129 14:1.04762699748088 15:-1.06660368148653 16:1.10695345662141 17:1.66011355713381 18:-0.279265373246772 19:-0.419994141181313 20:0.432535348618175 21:0.263450864446125 22:0.499624954671111 23:1.35365048557231 24:-0.256573280448308 25:-0.0650837078816517 26:-0.0391243535426488 27:-0.0870864732146962 28:-0.180997500092721 29:0.129394059390202 30:15.99
1 1:12 2:1.10321543528383 3:-0.0402962145973447 4:1.2673320885949 5:1.28909146962552 6:-0.735997163604068 7:0.288069162976262 8:-0.586056786337461 9:0.189379713679593 10:0.782332891785191 11:-0.267975066537173 12:-0.450311279515466 13:0.936707714991982 14:0.708380406186981 15:-0.468647287707221 16:0.354574063407955 17:-0.246634655717582 18:-0.00921237772707382 19:-0.595912405700819 20:-0.57568162226261 21:-0.113910176982092 22:-0.0246120063374677 23:0.196001952806192 24:0.0138016541409422 25:0.103758331023198 26:0.364297540595235 27:-0.382260574113217 28:0.092809187460487 29:0.0370505169810008 30:12.99
1 1:13 2:-0.436905071360625 3:0.918966212909322 4:0.92459077438817 5:-0.727219053596792 6:0.915678718106307 7:-0.127867352079254 8:0.707641607333935 9:0.0879623554672504 10:-0.66527135413364 11:-0.737979823596458 12:0.32409781346169 13:0.277192107214981 14:0.252624256310781 15:-0.291896460370468 16:-0.184520169327133 17:1.14317370716197 18:-0.92870926272403 19:0.680469592634687 20:0.0254364616880793 21:-0.0470212823165035 22:-0.194795823794671 23:-0.672637997017793 24:-0.156857514491897 25:-0.888386320943716 26:-0.342413218776576 27:-0.049026728633951 28:0.0796923991551505 29:0.131023789452311 30:0.89
1 1:14 2:-5.40125766315825 3:-5.45014783420644 4:1.18630463143652 5:1.73623880012095 6:3.04910587764025 7:-1.76340557365201 8:-1.55973769907953 9:0.160841747266769 10:1.23308974041888 11:0.345172827050629 12:0.917229867699146 13:0.970116716069048 14:-0.266567764915222 15:-0.479129929276704 16:-0.526608502569153 17:0.47200411177674 18:-0.725480944982201 19:0.075081351540202 20:-0.406866573198217 21:-2.19684802485647 22:-0.503600328973703 23:0.984459785590244 24:2.45858857639219 25:0.0421188969891572 26:-0.481630823956716 27:-0.621272013713977 28:0.392053289557744 29:0.949594245504846 30:46.8
1 1:15 2:1.4929359769862 3:-1.02934573189487 4:0.45479473374366 5:-1.43802587991702 6:-1.55543410136344 7:-0.720961147043557 8:-1.08066413038614 9:-0.0531271179483221 10:-1.9786815953872 11:1.63807603690446 12:1.07754241162743 13:-0.63204651464934 14:-0.41695716661602 15:0.0520105153724404 16:-0.0429789228232019 17:-0.166432496451972 18:0.304241418614353 19:0.554432499062278 20:0.0542295152184719 21:-0.387910172646258 22:-0.177649846438814 23:-0.175073809074822 24:0.0400022190621329 25:0.295813862676508 26:0.33293059939425 27:-0.220384850672322 28:0.0222984359135846 29:0.00760225559997897 30:5
1 1:16 2:0.694884775607337 3:-1.36181910308009 4:1.02922103956032 5:0.834159299216716 6:-1.19120879445965 7:1.30910881872952 8:-0.878585911450457 9:0.4452901278385 10:-0.446195831557423 11:0.568520735086962 12:1.01915061274695 13:1.29832870056251 14:0.420480265280796 15:-0.372650997239682 16:-0.807979512809369 17:-2.04455748288968 18:0.515663469043577 19:0.625847298442513 20:-1.30040816880609 21:-0.138333940419021 22:-0.295582931552029 23:-0.571955006812512 24:-0.0508807005036795 25:-0.304214501020644 26:0.0720010061385359 27:-0.422234430367677 28:0.0865533980909977 29:0.0634986493439305 30:231.71
1 1:17 2:0.962496069914852 3:0.32846102605212 4:-0.17147905415064 5:2.10920406774016 6:1.12956557126894 7:1.6960376856836 8:0.107711607311367 9:0.521502163844302 10:-1.19131110205143 11:0.724396314588903 12:1.6903299205808 13:0.406773575635315 14:-0.936421295934551 15:0.98373941913199 16:0.710910766068067 17:-0.602231772166344 18:0.402484375627273 19:-1.73716203452457 20:-2.02761232183279 21:-0.269320966548419 22:0.14399742335114 23:0.402491661406291 24:-0.0485082211745289 25:-1.37186629453889 26:0.390813885438659 27:0.199963657504328 28:0.0163706432842991 29:-0.01460532767228 30:34.09
1 1:18 2:1.16661638244228 3:0.502120087854101 4:-0.0673003143663533 5:2.26156923949128 6:0.428804194630708 7:0.0894735167274599 8:0.241146579907281 9:0.138081705243702 10:-0.989162395259052 11:0.922174967079328 12:0.744785789437272 13:-0.531377250104474 14:-2.1053464503177 15:1.12687010488156 16:0.00307532251490036 17:0.424424506356606 18:-0.454475291663708 19:-0.0988706272108058 20:-0.816597306905994 21:-0.307168508741084 22:0.0187018719918659 23:-0.0619722672279421 24:-0.103854921794533 25:-0.370415176650599 26:0.603200338674873 27:0.108555872801682 28:-0.0405207055560295 29:-0.0114178152991164 30:2.28
1 1:18 2:0.247491127783665 3:0.277665627353681 4:1.18547084217971 5:-0.0926025498576041 6:-1.31439397897076 7:-0.150115997622665 8:-0.946364950111676 9:-1.61793505064675 10:1.54407140197844 11:-0.82988060074647 12:-0.583199526903095 13:0.524933232159904 14:-0.45337529664688 15:0.0813930875646215 16:1.55520419597553 17:-1.39689489286937 18:0.783130838324676 19:0.436621213910235 20:2.17780716839543 21:-0.230983142903519 22:1.65018036054154 23:0.200454090999037 24:-0.185352508080436 25:0.42307314795406 26:0.820591261750983 27:-0.227631863934761 28:0.336634446911129 29:0.250475352427605 30:22.75
1 1:22 2:-1.94652513121534 3:-0.0449005054418194 4:-0.405570068378956 5:-1.01305733702394 6:2.94196769950545 7:2.95505339674562 8:-0.0630631473635638 9:0.855546309018146 10:0.0499669002270836 11:0.573742508037695 12:-0.0812565147381817 13:-0.215745003282808 14:0.0441606277765361 15:0.0338977566837455 16:1.19071767502074 17:0.578843475256385 18:-0.975667025451307 19:0.0440628177757039 20:0.488602868957758 21:-0.216715254448926 22:-0.579525934402369 23:-0.799228952914653 24:0.870300215304704 25:0.983421492506598 26:0.321201132609584 27:0.149649876930755 28:0.707518836410842 29:0.014599751533029 30:0.89
1 1:22 2:-2.0742946722629 3:-0.121481799450951 4:1.32202063048967 5:0.410007514171835 6:0.295197545759436 7:-0.95953722984438 8:0.543985491287656 9:-0.104626728092018 10:0.475664017945495 11:0.149450615348245 12:-0.856566363963256 13:-0.180523156037298 14:-0.655232930357476 15:-0.27979685563853 16:-0.21166795514315 17:-0.333320609694671 18:0.010751094250554 19:-0.488472666295676 20:0.505751034478604 21:-0.386693573241769 22:-0.403639498840125 23:-0.227404004096502 24:0.742434864076795 25:0.398534855447456 26:0.249212161486784 27:0.274404273874965 28:0.359969356358436 29:0.243231671798911 30:26.43
1 1:23 2:1.17328461017079 3:0.353497876646456 4:0.28390506526532 5:1.1335633178795 6:-0.172577181842493 7:-0.916053706932115 8:0.36902484539083 9:-0.327260242196767 10:-0.24665102789456 11:-0.0461393022689538 12:-0.143418527309124 13:0.979350375717585 14:1.49228543545219 15:0.101417525935881 16:0.76147754528118 17:-0.014584082470356 18:-0.511640116553888 19:-0.32505635460906 20:-0.390933797720026 21:0.0278779087328671 22:0.0670033044874043 23:0.227811927638182 24:-0.150487224821759 25:0.43504510338369 26:0.724824579577241 27:-0.337082059875827 28:0.0163683792669046 29:0.0300411908366385 30:41.88
1 1:23 2:1.32270726911234 3:-0.17404083293642 4:0.434555031250987 5:0.576037652384661 6:-0.836758045983797 7:-0.831083411483829 8:-0.264904960791055 9:-0.220981942667704 10:-1.07142461772052 11:0.868558547570527 12:-0.641506289794406 13:-0.111315775017413 14:0.361485409760927 15:0.171945121866125 16:0.782166531823632 17:-1.35587072953395 18:-0.216935152965165 19:1.27176538520308 20:-1.24062193508556 21:-0.522950940722936 22:-0.284375572220815 23:-0.323357410638449 24:-0.0377099050596787 25:0.347150938808497 26:0.559639136527168 27:-0.280158165778367 28:0.042335257639718 29:0.0288223002307744 30:16
1 1:23 2:-0.414288810090829 3:0.905437322625407 4:1.72745294417921 5:1.47347126657189 6:0.00744274117322988 7:-0.200330677416199 8:0.740228319420026 9:-0.029247400012072 10:-0.593392019124765 11:-0.346188231273199 12:-0.0121421884961019 13:0.786796316060126 14:0.635953883297271 15:-0.0863244719500975 16:0.0768036871984215 17:-1.4059193336148 18:0.775591738395162 19:-0.94288892749919 20:0.543969461627011 21:0.0973075910928853 22:0.0772374339988386 23:0.457330598656119 24:-0.038499724582026 25:0.642521902774992 26:-0.183891335259639 27:-0.277464019495649 28:0.182687486490454 29:0.152664644968975 30:33
1 1:23 2:1.05938711501788 3:-0.175319186719244 4:1.26612964251002 5:1.18610995469348 6:-0.786001752758539 7:0.578435276462307 8:-0.767084276374229 9:0.401046149117525 10:0.699499675903727 11:-0.0647375556773487 12:1.04829248789913 13:1.00561836488785 14:-0.542001579163132 15:-0.0399145024672579 16:-0.218683247678604 17:0.00447568219903875 18:-0.193554038650394 19:0.0423879619548074 20:-0.277833720535009 21:-0.178023367448801 22:0.0136762939208399 23:0.213733610123234 24:0.0144618494665875 25:0.00295085991542244 26:0.294638014829328 27:-0.395069505138473 28:0.081461117248889 29:0.0242203485620962 30:12.99
1 1:24 2:1.23742903021294 3:0.0610425841868962 4:0.380525879794222 5:0.761564111432371 6:-0.359770710369787 7:-0.494084149915291 8:0.00649421810779282 9:-0.133862379689891 10:0.438809736716666 11:-0.207358045517011 12:-0.92918211475144 13:0.5271060605933 14:0.348675901114132 15:-0.152535138608542 16:-0.218385629647018 17:-0.191551818259596 18:-0.116580602716053 19:-0.633790816521738 20:0.348415801097774 21:-0.0663513345433597 22:-0.245682498259096 23:-0.530900256150069 24:-0.0442653968237672 25:0.0791680288586917 26:0.50913568954621 27:0.288857833917937 28:-0.0227049816562784 29:0.0118362314304161 30:17.28
1 1:25 2:1.11400859541157 3:0.0855460896870318 4:0.493702487395368 5:1.33575998514475 6:-0.300188550950467 7:-0.0107537834263628 8:-0.11876001509605 9:0.188616695943139 10:0.20568684906514 11:0.0822622587556722 12:1.13355567149479 13:0.626699002489221 14:-1.49278039238295 15:0.520787893899183 16:-0.674592596871812 17:-0.529108241855907 18:0.158256197923207 19:-0.398751479349713 20:-0.1457089090445 21:-0.273832367278761 22:-0.0532336603921118 23:-0.0047601512119153 24:-0.0314701703936453 25:0.198053718143193 26:0.565007312878958 27:-0.337718126200803 28:0.0290574021222937 29:0.00445263143187997 30:4.45
1 1:26 2:-0.529912284186556 3:0.873891581460326 4:1.34724732930113 5:0.145456676582257 6:0.414208858362661 7:0.10022309405219 8:0.711206082959649 9:0.1760659570625 10:-0.286716934699997 11:-0.484687683196852 12:0.872489590125871 13:0.851635859904339 14:-0.571745302934562 15:0.100974273045751 16:-1.51977183258512 17:-0.284375978261788 18:-0.310523584869201 19:-0.404247868800905 20:-0.823373523914155 21:-0.290347610865436 22:0.0469490671140629 23:0.208104855076299 24:-0.185548346773547 25:0.00103065983293288 26:0.0988157011025622 27:-0.552903603040518 28:-0.0732880835681738 29:0.0233070451077205 30:6.14
1 1:26 2:-0.529912284186556 3:0.873891581460326 4:1.34724732930113 5:0.145456676582257 6:0.414208858362661 7:0.10022309405219 8:0.711206082959649 9:0.1760659570625 10:-0.286716934699997 11:-0.484687683196852 12:0.872489590125871 13:0.851635859904339 14:-0.571745302934562 15:0.100974273045751 16:-1.51977183258512 17:-0.284375978261788 18:-0.310523584869201 19:-0.404247868800905 20:-0.823373523914155 21:-0.290347610865436 22:0.0469490671140629 23:0.208104855076299 24:-0.185548346773547 25:0.00103065983293288 26:0.0988157011025622 27:-0.552903603040518 28:-0.0732880835681738 29:0.0233070451077205 30:6.14
1 1:26 2:-0.53538776309446 3:0.865267807575272 4:1.35107628772237 5:0.14757547449791 6:0.433680212077009 7:0.0869829381161816 8:0.693039311115721 9:0.179742260742556 10:-0.285641861230583 11:-0.482474471178567 12:0.871799580440785 13:0.853447434991487 14:-0.571821891415037 15:0.102252103048142 16:-1.51999120265821 17:-0.285912497081499 18:-0.309633386824141 19:-0.403901992939884 20:-0.823742994489464 21:-0.283263782156003 22:0.049525686687599 23:0.206536543024476 24:-0.18710806982075 25:0.000753014257497798 26:0.0981166059546266 27:-0.553470968822753 28:-0.0783055021726955 29:0.0254273775211197 30:1.77
1 1:26 2:-0.53538776309446 3:0.865267807575272 4:1.35107628772237 5:0.14757547449791 6:0.433680212077009 7:0.0869829381161816 8:0.693039311115721 9:0.179742260742556 10:-0.285641861230583 11:-0.482474471178567 12:0.871799580440785 13:0.853447434991487 14:-0.571821891415037 15:0.102252103048142 16:-1.51999120265821 17:-0.285912497081499 18:-0.309633386824141 19:-0.403901992939884 20:-0.823742994489464 21:-0.283263782156003 22:0.049525686687599 23:0.206536543024476 24:-0.18710806982075 25:0.000753014257497798 26:0.0981166059546266 27:-0.553470968822753 28:-0.0783055021726955 29:0.0254273775211197 30:1.77
1 1:27 2:-0.246045948703835 3:0.47326690335701 4:1.69573755374059 5:0.262411487973117 6:-0.0108664136529745 7:-0.610835935296661 8:0.793936545512066 9:-0.247252830908628 10:0.138879113774066 11:-0.401007068346067 12:-0.812050381942678 13:-0.183524462361787 14:-0.630112887102238 15:-0.286217451066222 16:-0.337046323577501 17:-0.42810547355755 18:-0.0306021083323427 19:-0.504568166264421 20:0.355180278263647 21:0.0457211272611911 22:-0.194599935207223 23:-0.335132725895693 24:-0.0781796063470994 25:0.392783891527158 26:-0.0311571467736638 27:0.198036799472821 28:-0.175347300741823 29:-0.203616155701414 30:30.49
1 1:27 2:-1.45218727859439 3:1.76512373913739 4:0.611668540757038 5:1.17682498424561 6:-0.445979892057813 7:0.246826451919258 8:-0.257566155685306 9:1.0924724973132 10:-0.607524461211062 11:0.0471555530038123 12:0.783726853195604 13:1.0963856736135 14:-0.26809420573452 15:0.768648040128495 16:-0.524367354238622 17:-0.808816147106875 18:0.710386067439587 19:-0.11836878699997 20:0.979287835535805 21:0.00871333379747532 22:0.0822798172206588 23:0.325782190832103 24:-0.069107391080501 25:0.0209619966159794 26:-0.0446684875032122 27:-0.243441391677247 28:0.149180325186687 29:0.120556907850199 30:1.8
1 1:29 2:0.996369531566045 3:-0.12258878723806 4:0.546819472613086 5:0.706579541087689 6:0.134559557409452 7:1.15699511200606 8:-0.294561331432968 9:0.407429099419853 10:0.337862663634561 11:-0.408150492552647 12:0.682646123949549 13:1.25371968484033 14:0.391917044082342 15:-0.0375108583595551 16:0.795301519477008 17:-1.6682105913656 18:1.32299488209244 19:-2.83003522867318 20:-1.46343168833485 21:-0.203461209817417 22:-0.0763018365480559 23:0.108866913420892 24:0.162230940339532 25:-0.575624047818567 26:0.109794914589208 27:0.373813367278979 28:0.0505521972760614 29:0.00510555920011407 30:20.53
1 1:29 2:1.11088034163339 3:0.168716770722767 4:0.517143960377807 5:1.32540691997371 6:-0.191573353787583 7:0.0195037226488424 8:-0.0318491084003128 9:0.117619919555324 10:0.017664720727696 11:0.0448647914479061 12:1.3450747987323 13:1.28633962057665 14:-0.252267065685462 15:0.274457682308765 16:-0.810394372378945 17:-0.587005063447401 18:0.0874510738489092 19:-0.550473628153257 20:-0.1547493550961 21:-0.19011971084361 22:-0.0377086544989231 23:0.0957014620432248 24:-0.0481976468634584 25:0.232114939125133 26:0.606200748965636 27:-0.342096828961882 28:0.0367696053150443 29:0.0074799607310723 30:6.54
1 1:32 2:1.24905471963177 3:-0.624727077037783 4:-0.710588903536079 5:-0.991600360912692 6:1.42997319213398 7:3.69297701929891 8:-1.09020864122523 9:0.967290815452715 10:0.850148519454057 11:-0.307081111779614 12:-0.456245308321934 13:0.229981349844581 14:-0.0169130995868782 15:-0.220846086114885 16:0.362417698896289 17:0.315222304210749 18:-0.512265445432752 19:0.11899461869584 20:0.574720159539024 21:0.0978526921491637 22:-0.00629271415563999 23:0.00920022451060978 24:-0.129463200605864 25:1.11297017048455 26:0.500382108623099 27:1.19654919930281 28:-0.0482204354357297 29:0.00509362198376849 30:29.89
1 1:32 2:-2.00887179458613 3:2.19852650316899 4:0.144241739942708 5:1.15943226211997 6:-0.815174287845416 7:0.182288271256805 8:-0.617108301549016 9:1.53081672758398 10:-0.586832286254875 11:0.129875750830725 12:0.658479448325034 13:1.26504921848771 14:-0.2065181664078 15:1.01360321158387 16:-0.549413509634851 17:-0.708034201312287 18:0.869643169489364 19:-0.0956595595028157 20:0.944395409086946 21:0.0287401249115119 22:0.0949173066809993 23:0.294982704383812 24:0.0110813838630497 25:0.0152493720986061 26:0.0342106363420669 27:-0.236141101571547 28:0.128290672598229 29:0.117985989919298 30:2.35
1 1:33 2:-0.607877142993026 3:1.03134507783793 4:1.74044973731533 5:1.23210555042311 6:0.418592260222944 7:0.119168118951909 8:0.850892666335631 9:-0.176267418873834 10:-0.243501347955064 11:0.148455489833925 12:-0.387003094237291 13:0.398299276642617 14:0.48191674848907 15:-0.3654390925945 16:0.235544572141109 17:-1.34781146032981 18:0.504648259572464 19:-0.798404510811433 20:0.759710307289684 21:0.254324777846538 22:-0.0873291909450489 23:0.258315279877507 24:-0.26477502289338 25:0.118282367139248 26:0.173508081148748 27:-0.217041286803197 28:0.0943119126010652 29:-0.0330412960342469 30:14.8
1 1:33 2:-0.935731508971261 3:0.170415774156885 4:2.74626126916024 5:-1.07796491232198 6:-0.305594036012037 7:0.011577039242069 8:-0.296178450741079 9:0.402775569749032 10:-0.0404717463090409 11:-0.852045975590358 12:1.55210930576859 13:0.953561030493519 14:0.415429902142844 15:-0.233899924821916 16:0.452335831951489 17:0.844368276957724 18:-0.822739085535726 19:0.338821621743895 20:-1.21423442764473 21:-0.00541945029011228 22:0.401212016276093 23:1.06486425408903 24:-0.15832543563046 25:0.295505486260758 26:-0.259369647631841 27:0.754194722556598 28:0.0466637698225124 29:0.093947918225147 30:9.1
1 1:34 2:-0.762255665726893 3:0.127767751953647 4:2.65005638571315 5:-1.87566277123804 6:-0.893356398126455 7:-0.268714889488759 8:-0.419863596621261 9:0.146233406715251 10:-0.869635290154597 11:-0.0386516694016891 12:-0.686124387103008 13:-0.502910878643487 14:1.38082632218495 15:-1.03912460633328 16:0.652842089032808 17:1.89874756257003 18:-0.458413549068005 19:-0.559803242547051 20:-0.295102639926884 21:0.359392905714987 22:0.433349641511561 23:1.26040266443393 24:-0.404700036155232 25:0.0949455232807396 26:0.480975976870017 27:-0.0906846797223101 28:0.319222972697776 29:0.135599924615913 30:15.99
